age,height,weight,heart_rate,vo2_max,resting_heart_rate,steps,active_minutes
51,75.1,188.9,125,37.7,60,14592,168
49,72.7,197.9,139,39.7,79,2792,150
20,87.7,184.8,111,56.9,60,3089,137
20,56.6,179.8,60,42.6,51,2789,14
45,77.3,173,89,47.7,57,6194,132
32,77.3,168.2,171,33.2,73,14558,136
58,54.5,167.7,156,35.4,83,15475,176
40,70.9,181.8,60,31.1,64,8671,27
57,92.7,187.6,98,42.7,73,7961,157
28,92.8,183.9,75,59.7,62,14048,139
49,55,159.9,76,56.2,66,7155,49
53,54.5,174.7,171,49,80,2313,167
50,63.1,189.6,171,55.8,80,2232,19
41,93.7,173.8,161,47.8,52,11221,73
56,56.4,176.8,141,41.1,47,13798,51
51,86,188.6,81,35.2,73,4711,102
45,55.1,183.1,145,49.6,53,14531,49
54,81.2,170.5,158,35.8,52,12480,153
24,67.8,194.8,90,42.5,74,9940,134
21,89.4,158.1,99,54.8,56,14191,70
54,61.7,199.8,86,33.9,72,4122,175
18,82,155.9,95,33.9,54,5779,123
18,61.8,150.7,178,36.7,57,7654,53
37,85.7,194.5,63,46.6,46,14374,152
36,93.7,162.2,172,37.6,45,13169,104
46,56.3,186.5,177,45.1,66,3172,70
27,93.3,190.6,128,39.1,77,9317,16
35,79.7,192.9,84,45.2,60,2159,133
45,56.4,199.6,154,38.3,73,4129,39
52,71.4,164.7,137,59.4,54,4917,173
48,58,185.5,89,44.8,83,14765,122
44,85,155.8,106,52.3,51,8326,99
28,87.9,170.3,71,51,45,3579,148
55,55.3,192.4,86,44.7,70,16509,132
22,75.3,168.4,104,37.2,49,16349,115
25,90.7,179.6,147,45.3,79,3960,166
51,96.8,175.2,122,50.4,57,9902,101
29,75.7,182.3,114,43.8,71,16033,102
55,97.5,198.6,89,32.5,56,5844,143
18,76.8,152.8,141,30.5,74,6697,121
48,69.7,178.7,73,39.8,76,4390,60
21,92.4,193.2,115,34.5,75,3419,89
22,74.6,174.1,78,57.2,49,5917,119
47,73.6,153.9,145,35.3,81,16206,47
41,74.5,178,85,41.8,46,14620,31
20,92.3,166.6,130,51.4,82,13822,99
28,91.6,157.7,151,54.5,51,6942,177
21,70.2,192.5,97,44.3,45,10354,144
43,66.7,176.1,128,35.4,47,7198,119
44,74.6,196.7,95,38.1,64,13271,177
44,78.6,190.3,77,42.6,46,13030,116
59,61.9,184.6,116,40.9,65,18926,133
23,89.7,150.3,137,40.5,76,19816,33
32,74.3,171.4,171,34,64,10860,50
47,66.7,159.9,82,57.4,75,17762,60
59,55.3,195.5,178,30.9,77,2968,176
54,61.9,158.7,175,43.2,68,7800,111
54,97.5,164.3,73,59.4,62,9470,123
59,65.3,175.8,155,49.8,64,6819,78
54,58.4,163.2,128,40.7,76,5235,162
52,73,160.5,81,34.4,49,18635,103
40,65.4,180,87,58.9,46,6300,129
23,51.8,154.4,102,30.4,70,16167,34
21,66.2,152.9,135,50.4,69,17661,161
35,77.2,168.6,77,56.4,66,13071,113
26,77.6,186,159,30.8,83,5998,52
46,67.8,177.7,154,51.8,66,10982,68
30,72.4,171.1,136,60,55,7180,63
34,98.3,178.3,143,49.2,55,14752,88
49,68.9,168.3,168,42.4,48,7421,163
39,62.9,196.8,95,56.2,77,19879,63
21,62.2,152.7,178,46.6,62,15918,84
22,72.9,183.7,178,52.5,75,16316,102
54,88,194.6,66,47.6,72,12899,146
58,60.3,190.2,82,31.1,66,15199,51
30,85.5,159.2,93,36.4,84,7378,166
51,51.1,164.8,176,32.4,47,17901,88
39,70.9,185.9,173,33.2,51,4577,90
40,88.8,154.2,155,30.5,64,10133,67
20,66.9,190.6,80,42.6,51,3235,95
59,78.2,185.9,129,35.4,51,19442,116
51,60.2,186.5,139,55.7,73,17641,148
49,87.1,155,158,52.5,70,5659,111
38,52.6,185.9,177,47.2,47,13847,63
38,92.6,184,106,44.7,61,18440,39
28,59.9,191.5,112,37.7,84,12084,74
56,93.7,152.1,143,44.2,64,9472,67
21,67.6,151.2,165,49.2,78,17596,46
18,86.1,168.7,100,53.5,77,18606,127
45,66,157.4,134,32.5,60,11831,82
41,95.3,177.9,91,51.3,67,7217,78
52,56.3,195.9,73,52.3,48,15537,161
30,58.9,169.6,147,46.8,84,11949,72
51,74.7,192.2,167,36.4,77,11027,103
28,54.1,150,162,46.2,52,4536,24
53,59.8,158.4,166,45.1,49,4525,39
34,97.2,151.5,154,44.3,77,11176,122
52,98.8,166.4,76,43.8,69,19741,88
35,68.8,195.4,84,33.3,51,6887,157
57,96.2,154.8,123,35.5,51,16847,66
39,77.2,180.3,132,32.9,77,13252,65
41,63.5,172.6,145,37.3,77,6477,65
36,85.1,196.9,178,37.9,73,19755,162
54,82.9,156.1,168,37.4,83,18095,18
56,99.5,160.6,107,36.3,76,8104,31
38,63.3,151.5,94,52.1,81,3142,86
25,83.6,171.7,96,54.6,73,14726,174
45,52.6,163.9,114,39.8,66,8898,133
22,55.7,193.5,76,39.2,46,19972,37
34,50.2,180.2,87,55.3,53,14177,151
54,100,180.7,60,48.7,73,14916,167
53,90.1,176.6,112,38.8,77,11662,176
36,89.3,154.6,132,51.4,54,14106,142
44,75.5,172.3,114,40.3,72,14682,21
51,65,200,172,47.6,83,6342,172
28,57.6,191.8,120,59.8,56,17240,178
29,64.2,194.7,72,39,66,5362,72
38,68.8,191.2,106,57.9,50,16583,179
28,87.8,155.2,123,39.6,84,3636,134
56,77,161.4,91,46.2,67,16934,115
45,53.9,150.2,87,43.8,78,13104,157
22,50.9,165.2,112,53.5,82,17108,107
34,55.1,155.4,90,31.8,60,19628,128
37,70.5,173.6,67,48.8,54,13929,128
58,96.7,183.9,131,52.8,65,12789,161
29,81.9,193.7,157,44.2,54,15268,172
23,90.1,187.5,146,33.2,55,12704,50
34,73.3,196.9,133,37.3,65,6514,131
36,68.1,152.7,160,50.4,69,16422,25
43,55.4,150.6,171,56.9,78,17540,131
49,93.8,183.1,84,42.6,75,7615,89
23,89.2,164.5,174,46.8,71,19652,115
53,58.4,162.7,92,36.9,69,16840,15
55,75.6,166.5,168,42.4,76,4376,29
28,74.4,163.5,127,40.1,55,18945,145
50,81.3,175.6,66,49.7,70,13641,106
41,97.3,172,156,59.5,80,17232,15
40,79,175.6,125,54.4,81,13558,17
32,77,183.6,171,35.8,77,13315,23
44,52.5,169.4,105,47.3,77,13083,140
28,53.1,162.6,155,32,80,4504,139
34,59.4,158.3,64,37.4,57,12068,31
31,51.6,167.5,169,35.2,58,11684,94
44,87.2,187.1,76,40.1,81,11321,143
35,86.2,187.8,135,50.4,84,12455,53
45,56.8,183.3,111,45,45,15064,17
21,91.8,161.7,71,58,49,8822,33
24,57.7,179.4,121,36.4,74,14497,36
52,65.1,178.5,94,40.9,62,16251,60
26,62.4,174.2,121,39.9,81,12377,165
25,68.6,177.5,80,37.1,83,7679,78
34,62.7,174.6,144,59.8,56,8612,34
34,74.4,178.3,125,41.6,78,18272,53
50,70.4,185.8,112,58.2,58,3412,128
49,99.3,155.5,80,41.7,82,19605,118
25,52.8,187.5,74,36.1,60,4249,129
36,57.1,156.8,134,33.6,55,4239,22
55,52.6,153.3,133,55.7,77,9873,62
20,81.3,198.8,141,31,59,14614,46
22,52.7,197.8,82,58.9,54,10835,124
30,91.8,153,90,42.5,47,16803,49
48,75.6,172.2,113,37.4,55,14795,87
33,76.4,159.3,114,48.5,55,16441,104
49,78.1,174.3,179,34,60,17653,143
39,58.5,191.5,85,32.2,82,7185,34
46,59.9,197.5,112,54.8,74,15499,112
39,65.9,181.7,125,42.7,45,11577,55
20,79.7,167.7,98,45.5,82,9152,168
27,60.5,180.2,66,35.3,78,19985,111
59,55.8,165.6,147,31.8,63,15798,100
38,98.5,195.5,98,41,78,19191,103
33,51.1,193.5,91,45.2,80,12851,77
29,90.1,177.9,85,53,48,10306,48
19,89.4,166.2,146,45,54,14918,89
58,64.9,164.7,137,53.5,61,14484,173
41,56.8,151.7,88,33.5,60,14093,144
52,57.3,190.8,84,31.9,65,10165,94
47,84.9,172.5,115,34.8,72,17084,75
47,82.1,166.3,90,53.2,52,12920,64
52,89.1,173.6,125,52.8,73,16327,81
36,96.9,190.9,61,34.2,50,14574,51
25,84.6,156.2,146,30.9,74,3568,164
43,57.8,192.9,106,50.6,46,19125,139
57,62.2,194.9,134,55.7,75,11922,79
24,92.1,197.3,88,52.6,69,6904,141
47,60.5,169.9,165,36.1,67,4933,30
24,53.6,160.9,158,47.5,65,6509,10
20,85.2,168.7,108,52.7,60,6526,175
18,70.1,166.6,132,37.7,48,7909,69
53,96,158.8,91,45.8,52,5167,85
42,82.5,180.4,89,39.4,50,12110,100
54,54.5,173.8,74,36.8,71,3340,151
18,97.4,193.3,121,59.1,80,3514,97
32,62.9,151.6,137,57.4,80,19795,91
54,66.9,182.2,174,43.4,68,9724,26
30,70.1,188.1,76,34.1,50,6167,82
57,52.6,188,81,51.8,77,19406,65
25,74.8,194.3,175,37.7,46,12478,136
22,56.2,186.5,89,35.1,60,13963,62
26,70,196.4,140,41.4,82,11304,137
18,67.5,166.6,75,45.9,53,6808,155
53,88.6,175.2,111,32.9,49,10833,57
52,90.2,150.7,67,47.2,54,8733,146
19,57.7,150.3,123,30.5,74,12429,63
57,68.3,162,98,56.8,51,6907,172
40,68.7,155,90,57.6,73,13678,10
26,57.6,163,71,52,46,5225,50
51,89.9,158.9,92,44,64,3014,82
31,85.4,151.4,117,37.6,48,8768,169
21,59.5,195.5,71,52.3,72,7458,86
47,68.3,150.4,84,58,52,4021,49
48,55.3,186.8,97,34.8,79,13128,148
55,81.4,157.6,107,44,46,5106,57
28,56.1,195.6,141,39.5,72,10975,52
52,99.3,194.6,142,40.7,55,10862,51
25,89,182.7,114,42.2,80,12961,163
20,69.5,183.6,62,58.6,53,12765,113
31,78.9,150.3,158,37.8,82,4584,20
30,95.6,199.2,128,44.8,45,6942,34
49,77.7,193.9,94,58.5,71,3277,49
51,58.7,194.8,110,44.3,47,5043,34
36,68.9,183,86,55.9,83,9370,93
55,92.2,167.2,96,31.8,53,13364,115
33,82.2,194.7,169,58.6,84,15672,128
19,82.5,164.6,144,35.6,72,10369,117
57,93.3,178.1,75,59.4,65,10467,83
34,94.7,155,151,35.3,72,15953,122
51,96,196.1,84,43.3,68,13551,140
59,54.7,157,92,39.3,62,17884,48
33,77.2,161.2,121,43,53,11616,100
55,87,177.9,76,37.5,70,17829,172
19,87.8,188.2,102,59,68,9897,177
19,80.3,181,89,39.2,50,4469,31
43,58.3,161.6,100,49.6,56,16836,28
30,89.9,150,176,34.1,80,9051,23
48,86,187.9,63,54.7,53,12564,118
51,54.3,199.3,125,46.3,54,11782,52
56,73.2,190.5,119,59.4,47,18003,64
20,58.7,173,68,42.7,73,4545,177
25,66.9,195.2,177,35.9,51,9665,21
40,50.9,170.5,90,40.4,70,5907,171
31,70,176.2,148,52.1,52,5731,117
44,77.5,173.9,160,49.8,57,17283,92
46,81,172.4,159,53.4,79,9685,32
56,83.2,188.8,178,32.2,63,10273,144
56,91.8,176.3,128,47.4,66,13898,155
18,60.8,165.8,83,58,60,15478,145
34,56,162.9,83,33.2,59,13368,98
58,92.6,151.9,152,32.8,46,12017,51
47,57.8,179.2,173,51.5,82,16823,102
30,98.7,161.5,104,39.5,65,15621,102
38,92.1,157.4,154,49.8,74,10273,10
36,75,182.7,96,46.4,51,18477,88
36,99.1,184.1,117,59.6,75,15632,152
42,54.9,187.6,179,56.7,79,2342,165
39,65.2,175.2,142,50.3,48,8940,173
48,81.9,194.7,82,37.9,78,19007,115
34,67.5,196.8,94,37.9,45,2867,55
40,96.4,190.4,122,56.5,54,12668,30
49,53.3,181.8,177,47.6,74,2170,176
27,77.5,165.2,173,53.7,76,10769,47
27,79.5,199.1,65,43.5,47,10259,18
53,82.6,163.7,65,33.1,54,3515,29
25,62.8,160.1,179,40,53,10192,93
37,68.2,172.1,160,34.8,61,4198,17
49,92.2,152.8,89,53.5,47,19285,23
31,59.7,198.9,60,51,71,16593,71
45,91.3,179.4,122,32.7,79,15037,172
41,78.1,177.8,67,48.6,48,9755,64
32,88.1,182.8,87,56.2,48,10986,54
39,85.7,174.9,148,50.9,76,4066,158
47,60.4,151.6,92,45.3,82,12011,62
21,78.4,180.6,112,39.4,55,5907,95
30,93.4,185.8,97,56.6,83,17600,15
40,71.6,170.8,111,42.7,50,12246,53
25,98.3,187.9,137,55.7,79,4596,100
35,72.6,161.4,70,53.5,76,14658,13
29,57.1,161.1,61,54.5,67,11330,130
48,69.5,158.1,112,59.7,81,4621,72
31,97.6,168.6,153,52.5,70,12920,101
51,66,192.4,153,31,78,11357,90
35,93.4,191.4,127,36.2,82,15749,47
51,94.1,169.1,136,31.1,55,5841,61
28,67.5,179.5,66,35.7,65,16423,166
58,54.2,186,161,31.8,68,6558,177
29,86.2,162.1,126,45,59,14768,17
32,65.6,158.4,68,30.8,47,6339,114
48,89.1,198.6,137,44.2,46,2238,172
46,72.1,180.9,175,57,51,19604,124
43,74.3,199.1,122,52.5,49,19152,132
35,88.9,166.9,70,58.3,84,9388,25
49,69.1,185.2,96,36.8,73,12426,27
39,72.2,161.1,73,45.9,76,9617,43
55,68.8,163.1,78,39.6,74,10082,141
34,68.4,175.6,67,44.8,52,9579,136
40,76.3,166,66,46.7,76,15922,70
41,90.4,158.4,118,31.1,46,8456,55
25,68.1,163.1,122,37,54,4439,158
58,76.2,151.8,66,51.1,81,12019,86
23,83.5,185.2,179,53.2,47,12065,132
22,63.5,174.6,114,47.1,67,17235,175
46,63.9,154.7,62,38.1,78,14499,82
45,96.7,158.6,126,42.2,62,10391,95
28,86.2,155.1,77,32.9,77,10369,90
18,78.9,180.6,104,58.6,77,7542,173
36,82.4,154.7,156,56.1,61,11122,143
26,51.5,187.7,160,32,50,13928,176
44,80.9,151,151,35,57,4036,166
51,75.5,162.5,95,47.4,65,11677,164
21,77.3,194.5,75,37,75,7550,78
53,68,185.9,138,58,65,6263,146
35,54.1,153.6,88,52.7,77,17044,161
32,59.7,191.1,118,38.2,72,14280,156
30,97.5,174.7,77,30.2,50,12107,106
36,70.4,192.3,108,54,52,8326,132
23,73.3,180,169,42.7,57,15891,167
29,52.6,184.1,105,49.3,78,13126,177
54,51.9,199.7,142,38.6,84,11028,128
34,85.9,161.6,88,34.3,66,9721,41
40,76.9,181.2,129,50.3,45,18689,122
43,75.4,173,168,43.5,57,9123,74
46,62.2,152,109,37.1,45,7812,171
50,87.2,150.7,170,34.1,54,5344,94
44,58.4,156,114,47.4,49,3208,168
42,59.5,182.5,86,51.8,64,3971,68
27,73,178.4,66,38.5,57,3113,35
40,64.3,177.7,150,52.1,81,2983,159
38,62.4,151.6,142,35.5,54,13502,171
38,82.3,173.5,140,40.2,47,12963,130
30,82.5,196.2,100,52.3,78,12354,22
54,91.2,169.9,70,49.8,78,4127,64
50,70.9,181.2,64,38.1,74,2560,145
41,53.7,189,125,33.7,81,8652,159
28,63.7,189.2,170,31.3,48,12001,65
34,99,176,115,55.1,78,10482,93
21,79.8,192.9,71,32.3,76,14829,158
42,85.5,169.6,101,33.4,65,3909,107
47,50.4,194.4,165,37.1,68,17099,103
26,75.9,162,175,43.4,53,9230,143
38,51.9,164,134,53.7,68,14881,44
37,78.5,152.7,69,37.4,69,19812,164
36,96,189.8,87,46.3,80,19331,135
36,98.4,170.9,66,32.7,52,12719,122
29,77,161.5,73,43.9,73,3348,177
54,72.9,161.6,136,35.3,69,10572,23
59,97.3,195.1,128,36.3,79,11896,83
34,83.7,191.7,120,41,82,2309,61
54,53.2,177.7,110,52.8,72,7789,115
56,73.3,180.8,101,52.3,63,11690,49
45,62,173.7,67,42.4,76,13086,52
58,73.5,169.6,109,33.6,81,8568,121
52,72.8,195.8,60,38.4,72,15453,12
35,79.1,156.3,128,45.2,79,10852,152
31,67.8,170.9,70,56.1,52,12264,104
52,58.2,167.2,175,59,67,18049,148
58,75.2,174.9,166,49.1,84,13628,176
24,91.5,172.9,107,40.5,67,4142,28
58,83.2,175.9,69,50.8,76,16843,157
30,66.9,157,74,40.1,54,18175,65
35,96.8,175.7,162,48.8,61,11797,87
54,95.6,162.1,106,37.3,79,15487,127
30,60.5,159.2,152,38,79,16825,141
53,52,153.2,84,32.3,47,12142,18
48,87.1,188.1,171,42.6,80,2458,162
19,91.4,171.4,65,48.5,73,9580,58
33,98.4,181.3,70,53.7,71,18721,164
26,94.5,186.4,76,54.3,75,17298,37
26,80,184,74,59.8,78,14135,25
55,76.5,173.5,75,32.6,56,9380,96
28,51.4,169.4,115,44.8,81,6020,177
39,62.3,168.8,125,45.6,69,7643,92
50,73,182,95,54.1,46,19326,43
53,81.4,174.7,142,38,74,18729,147
40,77.9,192.5,97,32.1,53,10516,10
51,87.1,193.7,173,39.4,67,8610,75
26,64,158.5,144,59.5,53,13804,124
41,78.2,156.8,134,57,64,9816,154
25,54.4,181.5,164,41.9,45,13932,56
24,70.7,165.1,62,56.3,83,18642,33
53,87.5,150.9,157,31,67,19494,113
35,84.7,194.4,77,39.4,62,8487,38
20,99.5,161.3,138,51.8,76,19204,81
45,63.9,196.5,148,36.6,53,7988,95
23,74.9,185.9,113,36,55,7635,113
38,66.5,188.1,173,55.9,45,9093,150
45,72,160.1,174,48.5,55,6604,165
57,92.8,161.7,138,59.7,77,19947,142
18,84.2,176.1,153,34,74,11399,83
53,94.1,158.6,76,40.7,49,3839,146
38,60.2,165.3,141,39.3,45,9675,151
52,93.7,166.1,154,56.4,54,13544,111
30,53,158,173,37.7,57,10001,147
27,94.4,160.3,166,40.6,71,11575,170
27,66.5,189.4,141,34.3,52,4306,84
30,65.7,158.4,178,53.3,72,16230,49
54,75.6,151.4,158,37.1,46,12664,143
55,97,181.5,72,32,56,17114,26
41,52.4,198.8,122,43.1,71,13159,173
19,67.6,166.6,73,41.7,57,15299,79
39,92.8,155.9,118,35.3,66,19344,70
34,69.8,178.5,95,34,84,10629,120
53,60,195.3,77,56.9,59,2455,92
31,71.2,189.2,64,32,75,11761,33
27,69.3,181.1,73,33,51,11810,60
52,95.8,165.8,84,37.4,83,13804,179
42,88.1,177.1,103,58.6,79,3512,156
20,75.3,154.6,98,32.6,51,6738,71
55,99.4,183.9,71,54.5,56,18775,76
34,73.3,186.3,163,56.8,58,4621,39
29,52.9,198.3,120,41.3,78,17718,116
41,63.1,163,121,38.8,83,8176,175
46,71.8,150.9,112,50.3,53,17495,143
42,57.8,177.3,112,51.1,77,11112,120
53,97.4,185.3,87,53.4,56,8041,159
43,88.3,189.5,94,54.9,78,7210,130
55,63.4,159.7,177,38.1,71,6508,20
18,79.5,163.1,124,50.6,66,8442,81
37,86.1,175.6,62,34,62,8216,100
45,97.1,166.5,102,45.3,62,2260,38
33,94.1,193,109,48.4,81,8833,128
34,75.8,173.7,130,34.9,51,11527,128
57,88.7,190,68,32.3,48,15246,17
45,78.1,179,95,35.8,60,7944,89
29,77.6,188.7,82,42.6,66,2334,172
44,55.7,166.6,147,56.6,80,9669,81
59,56.3,191.6,133,46,64,4779,42
47,76.5,163.7,109,52.5,75,15259,14
58,63.4,177.3,114,35.2,77,7190,174
51,51.1,160.7,171,33.2,57,5163,154
54,86.1,173.8,71,37.2,64,11094,31
23,51.6,165.9,142,39.4,82,13624,87
24,79.8,163.3,91,46.4,66,2023,169
49,77,198.3,83,56.4,83,6652,23
49,98.4,158,145,42.8,67,4748,157
42,74.2,189.4,126,45.6,77,10095,159
50,53.2,199.2,163,30.1,74,5357,39
24,77.6,151,86,31,58,14096,170
29,92.1,185,120,32.5,80,10095,14
33,99.8,162.6,78,51,52,12680,27
33,71.5,152,132,44.6,66,10083,72
53,66,170.1,110,35.8,48,15169,144
30,95.3,196.8,123,47.8,79,9069,166
24,59.6,150.6,172,46.3,52,7337,66
53,80.8,179.4,136,32.7,78,5773,18
26,70.3,175.1,61,49.2,66,17426,121
49,52.1,193.7,95,53,69,4057,114
28,67.4,154.2,152,38.6,69,19061,132
25,63.3,184.1,70,50.6,84,15138,80
50,84.3,184,157,36,84,4974,122
40,97.4,183.5,127,52.7,61,17903,68
42,63.4,197.1,127,57.4,60,8444,15
25,90.6,191.2,175,43.3,83,3878,119
39,52.8,152.1,123,37.3,59,8289,120
21,76.9,173.6,60,42,61,11802,62
57,53.5,169.9,148,37.5,79,17995,73
20,96.7,165.5,85,30,77,17763,13
46,88.3,172.6,70,49.5,84,17037,10
58,82.9,169.2,146,31.3,83,13690,79
46,91.2,171.6,61,36.3,62,12323,40
51,82.4,199,142,51.7,74,5314,74
51,98.4,154.4,152,50,67,15417,126
45,85.7,196.1,99,32.2,81,3378,28
30,96.2,174,178,49.8,51,16356,127
32,75.9,181.2,175,57.9,54,13269,78
40,55.9,191.5,63,32.2,60,13206,40
43,76.4,168,139,42.5,72,7340,88
21,56.3,171.5,170,51.9,67,14084,64
43,79.6,170.5,96,50,78,11907,136
57,74.1,168.7,120,36.8,62,2452,86
26,81.1,196.3,150,34.9,67,10533,100
22,50.5,191.4,64,53.5,64,2392,175
49,59.7,155.4,74,58.7,75,7471,170
37,74.6,155.4,146,53,58,19653,15
28,97.5,171.4,172,58.9,67,10137,150
32,69.2,154.9,126,48.1,46,15997,29
49,71.2,181,141,57.9,73,11162,109
45,85.7,157.2,166,50.7,53,12397,174
39,80.2,176.1,85,57.3,77,17596,54
58,64.9,150.4,65,34.8,56,6794,90
34,70.5,165.8,103,54.5,63,18549,68
43,60.9,183.9,177,35.9,64,10446,61
24,98.3,174.2,117,30.8,81,10493,155
59,56.5,198.9,140,45.5,75,8363,34
43,68.6,193.7,105,39.5,79,13295,132
42,51.3,168,161,31.3,65,10079,138
27,61.1,152.3,101,59.4,57,14032,50
36,89,192.3,107,50,83,12748,111
28,60.1,195.6,173,57.1,71,3505,27
30,54,191,86,60,69,11448,138
25,73.7,156.4,79,41.8,46,15240,176
57,50.5,199.9,129,37.6,79,9409,168
21,54.2,162.9,174,35.5,52,2209,111
48,90.4,186.2,94,45.5,77,19364,80
45,88.6,195.4,135,48.2,69,4119,175
28,95.8,161.8,107,44.2,65,2177,17
18,92.7,195.4,126,41.6,80,3546,171
55,84.2,165.5,171,35,57,16186,82
41,52.6,198.8,127,43.3,53,12226,98
48,89.1,164.1,111,32.6,79,14231,36
58,92.3,197.7,168,56,80,18658,178
43,90,152.7,127,31.4,54,16016,16
22,75.4,185.5,63,41.4,49,16134,41
37,61.6,176.6,98,33,75,16082,82
58,92.3,173.9,80,53.2,68,18436,108
28,86.4,161.2,167,39.4,76,9775,121
50,99,185.3,125,33.4,47,18175,153
55,57.8,159.5,75,45.9,60,16133,139
44,61.3,177.6,66,57.5,64,11615,40
51,60.6,162.7,142,57.3,68,18368,89
32,89.6,197.8,166,37.5,78,16837,42
49,59.3,151.4,156,51.6,67,12546,154
38,53.3,160,68,30.9,82,12748,108
22,99.9,162.1,160,34,46,3553,63
23,51.2,170.7,76,45,49,4469,63
55,91.8,161.6,150,36.9,62,18299,144
39,68.3,174.6,156,53.9,73,3474,148
35,92.1,193.6,172,57.9,54,17786,39
31,77.7,185.6,71,30.1,60,15759,91
27,95.1,179,116,37,67,2337,66
30,96.3,154.5,104,43.2,74,8991,79
48,50.5,184.7,179,46.9,50,13351,75
47,53.8,158.3,70,57.5,80,3087,116
20,62.5,189.3,72,56.8,64,3293,19
47,83.5,162.5,90,49.1,60,10848,141
23,94.4,170.9,136,37.7,72,7964,83
46,73,167.5,161,53.5,70,4828,82
25,80.3,192.9,85,36.1,66,8472,71
50,59.4,156.3,122,59,55,8564,118
34,90.2,178.3,90,30.2,45,3336,51
28,98.4,157.1,81,47.1,49,12548,33
30,63.4,185.2,65,32.7,80,17149,14
28,74.7,195.3,79,42.2,46,17181,108
48,54.3,171.7,144,49,50,3667,108
45,78,174.4,69,50.7,71,3212,129
23,75.1,196.4,142,53.6,70,4768,86
58,57.2,176,94,47.8,79,14607,110
33,72.1,174.4,85,37.5,57,18828,105
21,66.7,178.9,130,56.7,56,11589,129
52,76.1,184.5,96,54.3,62,5676,74
43,79.3,155.3,67,34.8,82,9085,130
29,50.4,191.1,64,54.8,50,6688,99
28,88.1,171.8,103,59.2,72,6511,124
54,85.7,153.6,159,49.1,72,16640,86
42,68.3,189.3,174,38.5,69,15466,41
35,52.6,168.8,151,48.2,49,2685,121
36,87.7,155,173,40.3,59,2684,61
40,97.8,181.7,126,50.3,53,17001,32
55,62,194,162,46.3,46,10532,39
35,66.2,194.4,131,57.9,53,14891,79
43,59.2,197.9,138,48.5,70,2733,80
23,78.8,193.4,176,36.4,67,3496,120
21,57.7,150.1,150,51.8,72,17154,167
46,67.8,169,108,39,50,13146,46
51,84.9,190.9,174,38.2,48,7450,57
34,78,168.3,95,41.8,74,6635,169
33,69.3,180.1,139,30.4,62,13227,79
19,71,180.3,85,59.1,74,16023,44
51,78.1,168.3,104,46,71,8303,77
25,50.3,195.2,120,53.2,75,12671,169
30,53.9,175.2,103,37.7,83,19803,68
59,94.1,173.2,63,52.4,74,12181,127
25,53.9,199.9,135,47,81,6710,172
47,85.3,174.7,140,42.7,56,10679,121
49,96,158.9,117,59.1,61,15500,153
53,63.5,175.7,164,44.8,78,3441,128
47,68.5,190.7,167,49.7,72,4390,124
18,78.4,188.8,85,30.5,48,3384,114
56,94.1,189.4,154,39,78,15136,75
34,97.1,185.4,138,56.7,58,6396,15
37,87,162.7,175,52.8,57,3391,23
41,54.3,193.1,157,46.1,47,18652,166
39,83.5,194.7,88,57,65,11716,115
46,70.5,159.7,68,44.6,60,17568,163
39,73.5,156.5,137,47,82,10669,27
26,52.5,198.8,95,41.5,70,6271,13
54,59.6,193.4,63,48.6,50,18622,66
27,89.5,194.7,118,39.6,62,17228,128
53,72.7,194.3,161,41.6,50,16256,62
54,65.1,177.1,179,59,69,14779,111
45,69.2,182.3,96,33.3,68,16434,34
45,92.7,177.3,147,33.2,74,14732,171
59,87.4,152.6,140,31.3,67,7093,153
38,63.6,187.3,72,39.6,52,8438,103
41,55.9,175.3,79,41.9,53,14729,136
59,62.6,182.4,76,32.8,50,11943,133
57,96,175.1,110,46.5,77,4333,45
19,79.1,174.6,150,47.5,77,6386,165
25,76.7,158.6,114,52.5,51,14655,81
44,79.8,163.9,92,59.3,62,18316,62
39,68.3,157.9,80,48.6,50,10359,179
54,90.4,159.8,140,33.3,81,16172,88
44,76.2,198.6,81,32.7,65,5542,107
46,55.8,157.7,84,53.3,70,17529,156
20,56.5,163.5,126,49.5,59,10054,53
30,76.8,179.5,150,34.9,74,8914,39
27,96.8,180.5,150,37.6,55,9513,83
53,65.4,157.7,169,52.5,52,10269,126
26,93.5,189.7,71,47,49,13090,164
44,88.2,189.3,74,47.6,52,3108,93
51,62.4,161.9,161,36.3,49,3224,82
18,51.8,164.4,143,48.9,54,14876,43
49,55.1,196.9,145,53.1,59,17097,136
42,86.4,191.3,61,56.6,82,10756,94
46,60,184.9,63,52.1,47,4859,161
24,68.6,154.1,104,47.3,54,16628,65
20,75.1,170.9,72,50.2,51,14581,16
37,86.3,178,114,44.6,68,10300,60
37,55.7,159.4,91,36.8,70,4412,145
47,70.3,172.4,81,56.5,78,4647,67
52,74.3,180.1,148,46,52,15805,94
52,77,166.4,150,47.8,83,5338,78
56,90.9,189,114,59.7,49,7804,17
44,58.6,192,76,59.6,80,14392,161
43,90.4,166.2,129,47.6,70,12448,179
31,84.6,191.9,166,31,54,5417,63
34,77.8,155.2,110,41.9,77,18395,153
35,85,191.9,139,58.1,80,19258,141
46,70.6,157.6,67,38.6,75,9303,68
37,56.9,154.1,120,60,82,19267,103
44,83.3,182.1,156,32.5,69,6650,55
35,76.2,173.6,69,47,57,14177,103
21,82,195.4,157,45.5,45,15747,108
18,66.9,168.2,78,37.7,80,16182,22
