age,height,weight,heart_rate,workout_type,workout_duration
39,167,79,143,Cardio,38
41,184,96,86,HIIT,14
52,161,75,166,Yoga,109
53,186,63,151,HIIT,43
48,183,52,114,Strength,13
20,163,61,172,Strength,86
31,188,92,156,Yoga,119
25,189,51,134,Strength,89
26,179,88,165,Yoga,40
23,159,56,165,Running,107
37,180,90,116,Strength,114
30,154,114,93,Running,97
47,155,104,127,Cycling,91
20,165,77,94,Yoga,107
29,184,60,98,Yoga,13
40,164,65,113,Yoga,19
39,156,75,94,HIIT,76
34,191,96,153,Cycling,27
24,162,59,126,HIIT,103
31,165,61,151,Running,89
46,160,62,83,Cycling,90
42,191,118,93,HIIT,24
37,187,77,116,Strength,56
28,166,108,169,Yoga,116
44,178,79,132,Cycling,33
40,181,64,144,HIIT,107
59,193,68,105,Yoga,59
30,184,92,174,HIIT,75
57,155,113,111,Yoga,91
52,166,108,154,Running,67
57,150,92,177,Strength,55
30,161,72,80,Strength,45
26,160,100,129,Cardio,33
52,184,117,127,Strength,112
54,189,87,164,Yoga,10
49,192,95,116,HIIT,38
21,173,72,147,HIIT,100
51,165,118,88,Running,59
21,161,102,164,Yoga,58
49,180,56,152,Running,105
40,186,55,177,Cycling,47
22,170,55,144,Yoga,66
21,182,109,115,Yoga,102
22,194,85,87,Running,24
26,163,114,176,Yoga,61
32,187,105,163,Cardio,28
54,169,63,175,Running,99
37,177,52,170,Running,12
40,175,78,80,HIIT,68
31,150,62,121,Strength,67
36,151,53,83,Yoga,99
46,194,75,104,Running,13
49,190,104,99,Strength,39
43,164,98,130,Running,87
41,158,88,113,Cycling,76
26,180,97,151,Yoga,93
26,154,105,99,Cardio,117
20,154,83,168,Strength,65
27,154,99,90,Yoga,110
33,160,67,87,HIIT,73
45,157,112,129,Cardio,115
57,198,116,149,HIIT,90
59,154,79,90,Strength,67
33,199,94,128,HIIT,60
20,180,74,111,Running,54
51,186,117,96,Cycling,34
44,153,53,94,Yoga,47
27,156,52,123,Strength,40
57,193,101,101,Cardio,39
18,158,80,103,Cycling,12
39,174,102,113,Cycling,108
58,154,50,114,Cardio,42
37,189,94,124,HIIT,108
36,180,106,148,Yoga,57
57,156,57,138,HIIT,15
52,158,65,155,Strength,23
38,158,57,155,Yoga,50
50,154,83,150,Running,41
28,164,114,152,Strength,58
53,150,94,149,HIIT,43
37,194,103,152,Yoga,54
35,176,95,164,Cardio,102
29,182,71,149,Cardio,50
37,158,97,143,Strength,48
59,166,109,139,Strength,100
35,187,75,153,Running,27
31,190,78,139,Cycling,73
43,189,66,87,HIIT,36
34,160,105,145,Running,55
57,153,73,142,Running,32
57,159,101,136,Cycling,100
49,184,78,87,Cycling,73
28,183,109,152,Yoga,47
18,172,69,123,Yoga,38
37,186,75,107,Cardio,57
44,152,102,105,Strength,11
41,154,115,107,Yoga,87
43,187,54,153,Cycling,24
51,177,70,131,Strength,20
19,184,107,81,Cycling,73
22,175,72,164,Running,14
31,152,66,97,Strength,10
45,184,74,144,Cycling,33
23,176,91,178,HIIT,42
40,180,111,146,Cycling,60
41,172,60,146,Strength,15
39,150,96,88,Cycling,101
32,168,55,106,Strength,56
54,159,91,175,Strength,112
50,156,84,125,Cardio,43
57,175,82,158,Yoga,116
56,159,67,175,Running,71
31,152,64,146,Cardio,94
28,170,81,159,Yoga,38
42,191,77,105,HIIT,39
37,152,89,160,Running,57
45,158,79,82,Cardio,45
42,164,106,139,Cardio,68
56,177,60,95,Cycling,96
28,154,77,106,Cycling,57
52,170,84,126,HIIT,107
58,164,70,121,Cycling,93
41,153,62,156,Cardio,20
49,199,112,157,Cardio,12
32,182,70,141,HIIT,115
23,164,60,121,Cycling,94
38,181,70,147,Running,46
45,153,112,98,HIIT,100
24,182,55,84,Cardio,35
32,165,75,146,Running,105
53,166,86,169,Yoga,99
26,176,65,127,HIIT,43
43,163,94,83,Yoga,112
39,192,81,91,HIIT,23
18,194,73,106,HIIT,108
34,181,96,87,Cardio,111
30,188,114,133,Cardio,70
58,157,77,105,Running,20
33,193,53,141,Running,26
22,152,109,127,Yoga,101
58,152,102,110,Strength,28
26,184,73,159,HIIT,111
44,167,100,139,Running,40
30,189,99,160,Cardio,77
35,163,52,120,Cardio,95
28,173,115,111,Yoga,73
29,153,99,168,Cycling,88
54,190,67,91,Strength,53
40,176,81,138,Cardio,10
36,191,95,117,Strength,64
42,159,54,124,Cycling,38
53,169,117,161,Yoga,29
46,150,75,153,Cycling,73
51,174,85,157,Yoga,77
41,178,62,104,Running,45
44,196,56,87,Yoga,15
42,184,57,94,Cardio,68
33,187,71,99,Cycling,84
46,170,117,158,Strength,118
34,171,90,153,Cycling,27
41,162,93,124,HIIT,103
34,177,54,117,Cycling,74
22,178,58,88,Strength,74
26,192,59,152,Running,98
37,152,96,135,Yoga,70
35,158,66,107,Cardio,84
36,167,105,100,Cycling,101
37,168,71,89,Cardio,18
53,163,109,135,Strength,18
50,177,79,136,Yoga,30
21,170,72,113,Cycling,78
25,170,53,150,Cycling,48
59,158,85,126,Cardio,42
38,197,50,101,Running,72
27,199,113,82,Strength,40
41,176,50,127,HIIT,76
57,153,113,138,Strength,51
58,181,91,100,Cycling,34
54,167,51,81,Yoga,43
56,187,104,151,Cardio,97
40,189,113,147,Cycling,108
53,164,83,162,Cycling,113
36,169,74,118,Cycling,51
36,186,72,162,HIIT,83
48,151,66,88,HIIT,91
35,150,119,119,Strength,116
26,169,98,123,Yoga,65
58,155,68,83,Cardio,102
42,160,78,126,Yoga,92
48,196,107,174,Cardio,99
38,195,50,110,Strength,49
58,179,89,149,Yoga,49
25,178,64,102,Yoga,86
19,191,82,124,Strength,87
47,157,99,152,Yoga,49
18,177,80,113,Strength,66
43,165,97,92,Yoga,67
56,167,109,171,Cardio,73
41,175,98,101,Cardio,10
36,169,60,127,Yoga,40
41,199,86,116,Running,31
34,191,75,163,Yoga,103
22,183,111,161,Running,119
57,154,116,95,Strength,79
56,177,61,95,Cardio,67
55,196,96,110,HIIT,57
37,189,66,144,Running,64
27,179,80,91,Cycling,90
30,172,85,109,Strength,58
43,158,64,130,Cardio,38
19,189,91,93,HIIT,115
24,159,103,165,Cardio,64
42,166,54,80,HIIT,34
40,198,76,168,Yoga,40
20,176,103,138,Running,55
30,172,67,96,HIIT,66
40,173,86,162,Cardio,115
42,187,105,108,Cardio,63
36,163,52,83,Cardio,58
36,174,78,141,Running,98
47,182,90,96,Cardio,11
56,170,85,122,Strength,116
21,159,119,107,Cardio,55
18,191,106,159,Cycling,65
29,177,61,90,Running,71
54,153,91,150,Cycling,119
33,165,91,95,Yoga,85
32,183,86,142,HIIT,14
26,190,87,164,Cycling,46
31,197,73,114,HIIT,80
48,174,92,171,Running,49
27,150,89,136,Running,105
30,171,54,150,Yoga,63
37,158,51,90,Cardio,91
50,195,53,108,Running,61
46,197,73,160,Running,93
42,168,71,167,Yoga,87
58,189,94,101,Running,94
44,161,73,89,Strength,119
47,183,85,90,Cycling,98
27,164,72,152,HIIT,38
49,192,57,101,HIIT,43
32,159,96,107,Cardio,17
28,160,112,161,Strength,51
31,151,105,177,Cycling,90
23,196,108,177,HIIT,67
44,166,62,115,Cardio,103
48,172,61,158,Running,46
22,180,59,82,Cardio,58
28,150,101,172,Cycling,65
52,173,113,81,Strength,26
22,199,78,97,Cycling,31
58,197,76,133,Running,12
18,192,66,154,Yoga,37
18,178,95,118,Cardio,71
46,150,62,118,Cycling,32
51,195,87,138,Running,59
50,162,119,153,Yoga,109
23,167,104,143,Cycling,87
59,160,52,126,Cycling,20
36,190,93,163,Strength,74
35,193,65,164,Running,94
28,164,102,161,Yoga,33
58,159,67,120,Yoga,61
35,175,99,119,Strength,18
25,151,87,139,Cardio,113
47,184,50,83,Yoga,115
23,191,65,142,Strength,117
44,194,102,95,Yoga,109
20,152,116,102,Yoga,69
48,188,82,155,Cycling,17
49,161,76,178,Strength,96
34,150,63,153,HIIT,15
30,182,101,85,Strength,66
27,174,87,135,Cycling,75
23,158,79,154,Yoga,112
31,195,109,128,Cycling,25
56,157,55,148,Yoga,41
20,153,68,108,Cardio,39
30,198,92,177,Yoga,82
51,151,118,132,Yoga,17
44,156,117,177,Cardio,27
26,197,98,86,Yoga,90
36,168,95,119,Cycling,78
23,172,76,121,Yoga,84
44,177,82,149,Yoga,80
52,174,70,104,Running,14
55,151,69,123,Strength,32
53,161,50,89,HIIT,36
57,199,52,118,Cardio,29
24,184,102,156,Cardio,76
18,174,75,120,Strength,100
28,166,98,178,Cardio,89
29,195,87,139,HIIT,116
25,163,113,99,HIIT,39
32,182,103,112,Strength,55
57,191,71,112,HIIT,68
40,157,60,117,HIIT,77
35,193,109,93,Yoga,109
30,165,88,128,HIIT,48
26,192,65,96,Cycling,12
42,168,94,153,Yoga,33
54,190,82,107,Cycling,82
29,182,115,172,Cycling,97
51,160,72,145,HIIT,114
26,197,105,88,Yoga,97
36,154,90,102,Yoga,110
29,156,80,108,Cycling,106
19,158,64,121,HIIT,92
58,154,90,124,Strength,74
47,187,74,134,Yoga,36
50,190,106,179,Cycling,45
30,166,52,167,HIIT,103
37,193,55,158,Cycling,82
44,193,75,158,Running,46
49,152,67,168,Strength,109
49,193,103,93,Running,34
34,163,102,151,Running,103
34,182,78,159,Cardio,59
20,157,63,86,Yoga,106
57,189,85,162,Yoga,46
53,173,55,110,Running,74
41,172,103,131,Yoga,51
32,166,61,172,Strength,31
48,178,111,89,Running,72
54,175,86,84,Running,81
59,155,75,157,Running,52
41,168,68,135,Cycling,11
43,174,90,164,Cardio,11
54,188,76,143,Yoga,49
55,175,114,131,Strength,59
52,196,98,119,Yoga,80
50,180,80,161,Cardio,15
59,187,95,164,Cycling,60
20,190,68,162,HIIT,101
18,195,63,128,Strength,108
26,160,75,144,HIIT,70
34,156,58,91,Cycling,93
46,156,106,164,Cardio,119
21,196,71,117,Cycling,64
36,168,83,88,Running,41
30,198,110,172,Cardio,56
35,198,114,122,Yoga,67
39,174,105,114,Running,78
50,151,50,171,Cardio,57
30,171,91,173,Cardio,19
34,181,106,173,Cardio,10
51,188,64,145,Cardio,118
22,171,115,153,Strength,77
33,186,104,143,Strength,119
58,195,79,176,Yoga,112
20,170,62,104,Yoga,95
39,157,63,146,Strength,94
32,168,53,157,Cycling,53
49,198,56,145,Running,88
36,161,114,93,Cycling,30
24,166,51,134,Strength,52
21,188,79,139,Cycling,115
25,150,107,152,Yoga,61
33,152,56,98,Cycling,27
52,151,118,156,Cardio,110
31,167,107,163,Strength,101
24,176,100,157,Running,31
52,170,50,155,Cardio,65
32,186,98,105,HIIT,101
20,198,54,127,Strength,108
49,177,74,156,Cycling,53
36,174,109,114,Running,31
39,167,67,161,Yoga,24
49,157,61,86,Yoga,11
20,169,72,132,Strength,28
48,174,70,161,Cycling,60
47,191,97,80,Running,74
47,171,101,84,Cardio,21
57,152,59,90,Running,63
53,183,110,96,Strength,20
59,166,104,177,HIIT,28
52,193,105,140,Running,31
44,175,98,94,HIIT,60
27,167,107,171,Yoga,79
46,193,119,141,Cycling,30
42,190,64,132,Running,38
53,199,58,86,Strength,69
47,168,95,161,Running,34
55,162,69,81,Cycling,102
49,153,94,170,Yoga,100
59,160,94,150,Strength,34
40,153,114,108,HIIT,115
21,161,104,93,Cardio,15
23,190,107,103,Cycling,52
33,165,51,177,Running,15
58,176,91,98,Cardio,59
32,159,88,108,Strength,73
59,156,88,107,Cardio,47
57,172,71,160,Cardio,105
46,157,53,104,Yoga,82
21,181,52,137,Cardio,52
39,158,55,111,Strength,33
58,191,82,85,HIIT,88
35,169,93,158,Strength,21
38,175,58,100,HIIT,37
44,168,82,168,HIIT,102
28,164,95,139,HIIT,81
50,194,81,111,Cycling,61
27,156,63,108,Running,72
32,158,96,148,HIIT,40
27,184,59,177,Running,13
38,153,68,106,HIIT,72
43,174,89,131,Running,13
33,156,59,120,Cycling,116
56,176,75,109,Cycling,49
52,176,52,135,Running,71
30,182,54,92,Cycling,114
37,156,92,174,Strength,93
26,163,55,177,Cardio,20
49,150,104,153,HIIT,60
21,163,110,175,Cardio,113
55,190,65,178,Yoga,26
38,162,105,84,Yoga,81
45,162,103,179,Yoga,85
36,161,91,112,Cardio,17
46,179,98,89,Yoga,22
33,156,96,107,Cardio,109
54,190,107,159,Yoga,87
38,198,112,125,Cardio,57
24,154,119,148,Running,65
51,152,98,121,Yoga,51
40,154,84,162,Cardio,42
51,176,96,157,Running,103
59,181,71,92,Strength,113
27,188,85,150,Cardio,56
22,178,69,144,Strength,54
31,186,63,151,Cardio,90
44,193,62,179,Strength,32
24,165,116,136,Cardio,39
46,175,84,105,Yoga,33
35,166,53,116,Cardio,109
22,164,69,155,Yoga,79
56,163,101,119,Running,86
36,156,69,131,Yoga,17
35,199,106,135,HIIT,23
58,188,61,80,Strength,47
39,198,64,123,Running,69
30,175,82,160,Cycling,94
29,178,64,101,Cardio,44
24,161,60,132,Running,99
51,164,69,94,Cardio,69
20,160,97,96,Cardio,102
55,184,83,86,HIIT,118
50,169,72,139,Strength,29
44,189,104,126,Strength,75
36,198,67,121,Cycling,19
53,170,116,144,HIIT,80
36,161,52,86,HIIT,85
36,153,93,144,Yoga,19
51,153,109,146,HIIT,20
21,164,115,162,HIIT,21
24,181,94,158,Yoga,31
21,198,104,88,Strength,81
29,174,55,177,Running,96
24,168,73,96,Strength,81
22,189,113,144,Cycling,14
26,152,82,102,Running,73
46,185,114,94,Cardio,96
55,150,83,130,Yoga,83
38,180,71,155,Cardio,88
38,192,58,151,HIIT,34
23,184,85,128,Strength,23
25,165,76,110,Cycling,65
43,188,71,109,Strength,80
39,173,73,109,Running,13
44,186,106,161,Cycling,10
29,178,118,124,Cycling,113
54,178,71,112,Strength,39
42,172,101,124,HIIT,104
58,173,78,125,Cycling,41
42,162,118,137,Cardio,90
51,190,91,145,Running,59
38,192,60,125,HIIT,22
41,177,73,119,HIIT,86
21,181,57,96,Running,97
24,157,105,147,Running,84
34,171,51,172,Cardio,110
21,195,107,148,HIIT,78
57,150,116,94,Cardio,74
45,188,107,137,Cycling,96
21,193,104,128,Running,87
27,176,89,106,Yoga,94
35,195,110,132,HIIT,101
32,172,113,90,Cardio,115
24,198,66,121,Strength,55
19,195,113,102,Running,119
51,172,88,116,Cycling,54
22,194,75,93,Strength,106
41,182,117,81,Strength,63
36,180,85,175,HIIT,105
46,189,58,82,Running,112
29,160,74,105,Cardio,119
28,197,84,149,Running,83
25,156,100,89,HIIT,83
42,189,92,115,HIIT,38
52,191,57,121,Cardio,85
58,161,68,95,Running,102
25,175,65,118,Cycling,54
29,153,88,83,Cardio,78
24,154,83,98,Cycling,118
19,165,50,153,Cardio,23
56,198,76,111,Cardio,40
29,170,86,159,Cardio,99
42,177,57,160,Strength,19
41,180,119,90,Cycling,87
35,170,117,108,Yoga,27
49,197,80,115,Strength,71
42,161,50,111,Yoga,117
36,162,85,119,HIIT,45
29,186,50,136,Cardio,76
27,184,53,118,Running,94
24,197,66,107,Cardio,95
54,159,93,101,Strength,61
23,163,74,98,Yoga,11
47,155,66,147,HIIT,118
36,169,103,100,Cycling,114
45,195,66,163,Cycling,59
37,199,103,102,HIIT,103
51,167,80,171,Strength,101
45,174,85,80,Running,31
19,156,66,96,Running,11
52,190,89,162,Strength,52
23,172,99,100,Cycling,56
51,165,110,142,HIIT,38
50,158,108,100,Strength,62
35,171,80,106,HIIT,13
20,189,61,148,Running,107
39,163,81,139,Cardio,70
44,153,65,177,Cycling,92
42,188,100,162,Cardio,110
35,164,99,132,Strength,111
28,164,100,102,Cardio,89
40,155,106,178,Cardio,15
38,159,51,149,Yoga,118
18,182,111,82,Running,112
58,154,60,163,Yoga,98
38,155,65,174,Running,90
27,193,112,106,Cycling,31
39,164,102,154,Strength,36
38,167,55,116,Running,90
30,190,74,112,Cardio,81
29,196,61,144,Running,17
24,182,89,116,Running,112
50,170,58,93,Cycling,62
55,159,99,111,Yoga,78
44,181,77,118,Cycling,107
18,155,74,134,Cardio,39
53,158,85,141,Strength,56
27,163,62,148,Cycling,10
52,165,99,168,Strength,84
49,160,96,177,Yoga,29
42,196,90,144,Strength,90
35,163,73,179,Cycling,98
55,190,88,81,Strength,109
19,199,63,84,Strength,62
37,156,60,142,Strength,70
25,170,52,130,Strength,15
38,188,59,116,Running,42
32,175,116,126,Strength,66
28,161,88,137,Strength,20
56,196,83,154,Yoga,108
25,174,110,97,Cycling,18
18,184,66,96,Yoga,63
31,198,74,112,Strength,91
56,192,105,129,Cardio,30
50,199,74,139,Strength,85
27,150,109,130,Yoga,106
21,161,56,95,Yoga,18
22,156,118,165,Running,73
33,195,98,135,Strength,19
19,155,81,93,Cycling,86
58,188,108,139,HIIT,74
29,183,119,115,Cardio,66
40,158,96,125,HIIT,69
23,199,62,175,Yoga,75
21,179,97,126,Yoga,38
38,165,118,109,Cardio,20
56,165,54,104,Cycling,76
40,151,76,166,Cardio,84
35,184,68,141,Strength,30
57,164,96,126,Cardio,60
49,170,72,100,Strength,106
58,187,102,93,Cardio,103
18,193,92,155,Cardio,89
29,189,82,87,Cycling,50
29,196,80,102,Cycling,78
35,171,108,142,HIIT,119
59,171,58,159,Running,98
36,150,55,138,HIIT,67
37,163,60,171,Yoga,59
31,180,80,137,Running,77
36,169,113,99,Cycling,84
30,168,117,104,Running,106
32,169,74,157,Yoga,42
29,153,81,125,Yoga,76
45,190,85,141,Cycling,107
31,155,51,115,Cycling,44
30,173,55,94,Yoga,100
47,165,70,118,HIIT,95
59,187,73,113,Yoga,66
37,154,78,130,Running,46
21,188,91,81,Yoga,63
51,194,59,83,Running,11
43,174,53,177,HIIT,43
36,169,81,145,Strength,33
19,167,71,122,Yoga,31
31,165,59,122,HIIT,118
22,172,111,153,Strength,84
39,188,64,89,Running,46
31,172,87,111,Cardio,104
32,176,75,159,Cardio,119
33,194,72,170,Strength,47
39,185,98,178,Yoga,98
54,188,115,134,Cycling,24
33,155,109,141,Strength,103
34,178,107,103,Cycling,49
26,194,59,135,Cycling,108
18,188,114,130,Cycling,67
38,178,99,102,Strength,97
41,162,50,176,Yoga,77
54,172,56,124,Strength,61
19,173,97,131,Running,61
41,170,68,144,Yoga,41
37,193,70,118,Yoga,10
54,174,92,145,Strength,37
43,166,87,143,HIIT,98
36,186,56,155,HIIT,41
18,155,84,88,HIIT,43
48,177,107,153,Running,41
46,195,118,159,Strength,109
21,170,113,91,HIIT,105
18,192,93,162,Yoga,82
37,196,75,107,Running,56
48,191,85,158,HIIT,18
36,193,89,175,Yoga,48
45,158,101,85,Strength,40
24,151,54,137,Cardio,67
34,150,66,94,Running,54
19,191,67,94,Cycling,67
35,192,73,106,Cardio,91
37,164,114,167,Cycling,19
51,199,82,116,Cardio,21
58,165,112,178,HIIT,18
42,177,86,96,Strength,114
25,171,83,171,Strength,91
52,159,118,114,Strength,25
34,166,95,90,Running,69
49,157,112,134,Running,88
30,174,99,158,Cardio,99
26,194,61,102,Cardio,41
19,168,108,129,Running,88
28,156,50,155,Cardio,55
25,170,59,112,Strength,44
22,194,77,124,Strength,115
19,158,72,109,Cycling,11
28,160,71,165,Strength,109
29,175,103,118,Cardio,28
26,171,89,86,Yoga,97
35,187,111,159,Cycling,83
22,187,73,178,Strength,24
26,179,97,136,HIIT,117
35,163,93,80,Cardio,113
42,166,109,138,Running,99
56,155,102,88,Cycling,27
37,168,70,91,HIIT,82
44,193,98,155,Cycling,117
28,150,116,170,Cycling,23
35,186,85,141,Cycling,108
48,166,101,159,Running,62
35,193,83,178,Cycling,73
54,187,98,112,HIIT,85
40,156,106,162,Cycling,63
48,189,72,152,Cardio,13
47,152,64,122,Cardio,81
19,165,59,86,Running,79
36,180,114,115,Cycling,94
40,193,109,94,HIIT,84
51,170,101,136,Cycling,95
55,166,85,111,HIIT,65
50,186,106,176,Cardio,99
34,193,93,87,Running,63
52,196,61,164,Strength,58
48,167,119,112,Cycling,63
47,186,76,163,Cycling,41
44,151,58,83,Strength,57
36,151,82,110,Cycling,75
53,166,58,111,HIIT,15
27,160,51,95,Cardio,52
41,179,86,164,Running,96
44,199,87,121,HIIT,19
49,155,79,93,Cycling,46
37,190,62,83,HIIT,117
44,168,61,94,HIIT,11
49,198,94,134,Cardio,21
33,188,55,158,Running,13
18,163,78,146,Cardio,15
21,152,82,156,HIIT,34
49,168,103,125,HIIT,16
23,170,86,124,HIIT,95
44,196,119,155,Running,34
40,155,106,114,HIIT,28
54,175,72,115,Running,32
33,155,77,127,Strength,75
39,151,85,168,Strength,57
46,168,91,100,Cycling,57
37,163,67,101,Cardio,37
43,184,96,88,HIIT,63
22,184,100,179,Strength,24
21,178,67,90,Cardio,78
45,162,87,177,Strength,15
45,151,69,107,Yoga,102
22,158,118,140,Strength,116
42,190,87,113,Strength,92
55,165,117,131,HIIT,47
48,151,71,168,Cycling,62
31,197,98,106,HIIT,69
43,186,56,156,Strength,106
48,182,73,130,Strength,101
37,168,119,102,Strength,13
30,191,115,90,Running,62
58,171,79,82,Cardio,112
50,186,73,122,HIIT,53
35,152,115,117,Cycling,53
26,168,78,173,Running,100
51,176,69,175,Yoga,116
50,185,65,149,Strength,44
44,194,119,133,Strength,59
23,189,68,128,HIIT,100
31,189,109,136,Cycling,96
20,175,65,159,Yoga,80
23,191,58,145,Yoga,79
41,191,102,82,Yoga,72
40,181,54,143,Cycling,82
46,173,102,146,HIIT,56
20,196,114,125,Strength,50
58,164,82,110,Yoga,64
31,161,96,102,Strength,68
52,158,119,104,Running,53
51,165,56,138,Yoga,72
19,188,119,111,HIIT,63
39,188,72,158,Running,49
51,176,109,88,Cycling,19
22,150,53,116,Yoga,55
40,164,88,110,Cardio,56
54,171,112,94,Cycling,59
35,196,87,178,Strength,49
53,186,111,86,HIIT,97
43,162,80,146,Cardio,72
35,193,98,171,Strength,45
49,195,74,85,Yoga,68
25,180,118,152,HIIT,77
55,187,94,169,Cycling,86
59,177,73,109,Cycling,57
29,181,59,95,Yoga,54
28,157,73,138,Strength,78
34,170,95,122,HIIT,93
32,179,88,152,Cardio,12
20,179,103,105,Cardio,105
48,181,60,176,Strength,39
24,166,111,101,HIIT,96
44,163,75,143,Running,23
44,165,51,164,Running,75
52,190,85,178,Running,32
45,199,118,106,Yoga,84
20,170,54,86,Cardio,115
22,177,72,167,HIIT,118
28,163,86,155,Yoga,11
29,164,111,124,Running,84
41,173,68,82,Yoga,68
59,151,81,155,Cardio,97
30,160,53,160,HIIT,57
47,161,55,179,HIIT,42
20,173,86,122,Strength,50
40,183,106,94,HIIT,30
46,156,78,176,Yoga,27
43,159,97,172,Running,61
18,164,82,162,Strength,73
47,158,102,102,Running,61
34,185,70,112,HIIT,90
55,194,94,99,Cycling,96
56,168,56,137,Running,15
48,186,60,143,Yoga,51
51,152,118,86,Running,43
58,160,85,130,Yoga,90
46,186,114,94,Running,47
34,153,67,87,Cardio,86
23,190,86,131,Yoga,79
22,192,57,162,Strength,18
48,150,94,118,Yoga,79
25,170,89,91,HIIT,23
40,164,108,166,HIIT,107
48,162,91,143,Cycling,105
20,185,67,81,HIIT,57
38,182,108,149,Strength,20
52,160,88,144,Cardio,119
40,165,118,132,Yoga,37
39,175,96,131,Cardio,11
31,191,109,141,Running,15
54,170,76,121,Running,63
51,196,61,127,Cardio,85
55,160,72,140,HIIT,110
43,184,79,174,Cardio,50
19,161,89,93,Strength,92
35,188,57,167,Running,49
24,195,107,153,Yoga,24
55,167,51,131,Strength,72
44,173,80,120,Yoga,91
53,169,92,150,Cardio,110
28,164,58,125,Cardio,75
23,179,69,170,Cardio,105
28,160,95,156,HIIT,67
44,192,115,144,Cycling,101
32,167,109,157,Running,16
